,station_name_o,lat_o,lon_o,station_name_d,lat_d,lon_d,google_transit_minutes,google_transit_bus_minutes,google_transit_heavy_rail_minutes,google_transit_subway_minutes,google_transit_tram_minutes,google_transit_walking_minutes,google_transit_waiting_minutes
627,Navy Yard-Ballpark,38.87644,-77.00551,Stadium-Armory,38.88662,-76.97718,25.48,13.02,,,,5.0,7.47
670,Pentagon,38.869260000000004,-77.05415,Stadium-Armory,38.88662,-76.97718,53.47,29.07,,,,9.85,14.55
676,Pentagon City,38.862790000000004,-77.05932,Stadium-Armory,38.88662,-76.97718,67.98,36.4,,,,15.92,15.67
696,Prince George's Plaza,38.96508,-76.95559,Stadium-Armory,38.88662,-76.97718,75.03,60.72,,,,7.35,6.97
776,Silver Spring,38.99392,-77.03144,Stadium-Armory,38.88662,-76.97718,80.58,64.58,,,,5.02,10.98
788,Smithsonian,38.88801,-77.02850000000001,Stadium-Armory,38.88662,-76.97718,36.0,17.88,,,,12.88,5.23
850,Twinbrook,39.06223000000001,-77.12056000000001,Stadium-Armory,38.88662,-76.97718,128.27,102.58,,,,6.98,18.7
883,Union Station,38.89826,-77.00721,Stadium-Armory,38.88662,-76.97718,26.87,18.3,,,,8.55,0.02
940,Waterfront,38.8768,-77.01763000000001,Stadium-Armory,38.88662,-76.97718,38.62,20.02,,,,9.12,9.48
995,Woodley Park,38.92488,-77.05252,Stadium-Armory,38.88662,-76.97718,53.62,49.52,,,,4.08,0.02
21,Addison Road,38.886720000000004,-76.89575,Waterfront,38.8768,-77.01763000000001,72.27,53.82,,,,4.6,13.85
161,Clarendon,38.886970000000005,-77.09534000000001,Waterfront,38.8768,-77.01763000000001,59.25,39.98,,,,6.08,13.18
181,College Park-U of Md,38.97829,-76.92834,Waterfront,38.87682,-77.01746,30.82,,,28.0,,1.7,1.12
317,Federal Center SW,38.88497,-77.01572,Waterfront,38.8768,-77.01763000000001,18.0,8.6,,,,8.53,0.87
342,Foggy Bottom-GWU,38.90077,-77.05061,Waterfront,38.8768,-77.01763000000001,35.05,14.63,,,,20.4,0.02
352,Forest Glen,39.015660000000004,-77.04399000000001,Waterfront,38.8768,-77.01763000000001,92.15,64.37,,,,10.38,17.4
386,Gallery Place,38.89837,-77.02218,Waterfront,38.8768,-77.01763000000001,15.07,12.85,,,,2.18,0.03
460,Huntington,38.79352,-77.07536,Waterfront,38.8768,-77.01763000000001,89.15,37.78,,,,22.77,28.6
585,Metro Center,38.898320000000005,-77.02817,Waterfront,38.8768,-77.01763000000001,19.77,12.5,,,,7.25,0.02
604,Morgan Boulevard,38.893660000000004,-76.86847,Waterfront,38.8768,-77.01763000000001,42.78,12.0,,17.0,,4.12,9.67
835,Takoma,38.975530000000006,-77.01745000000001,Waterfront,38.8768,-77.01763000000001,74.45,62.63,,,,7.5,4.32
871,U Street,38.916900000000005,-77.02799,Waterfront,38.87682,-77.01746,12.82,,,10.0,,1.7,1.12
22,Addison Road,38.886720000000004,-76.89575,White Flint,39.04749,-77.11257,127.37,102.4,,,,2.37,22.6
48,Archives,38.893910000000005,-77.0223,White Flint,39.04739,-77.11285000000001,83.75,72.18,,,,5.4,6.17
102,Bethesda,38.984320000000004,-77.09441000000001,White Flint,39.04739,-77.11285000000001,32.22,21.0,,,,3.55,7.67
293,Farragut North,38.903330000000004,-77.03955,White Flint,39.04739,-77.11285000000001,71.93,59.67,,,,8.07,4.2
372,Franconia-Springfield,38.766380000000005,-77.16889,White Flint,39.04739,-77.11285000000001,189.4,122.33,,,,9.5,57.57
605,Morgan Boulevard,38.893660000000004,-76.86847,White Flint,39.04749,-77.11257,138.87,102.52,,3.0,,5.77,27.58
663,NoMa-Gallaudet U,38.906560000000006,-77.00347000000001,White Flint,39.04739,-77.11285000000001,91.92,71.43,,,,8.52,11.97
690,Potomac Ave,38.880930000000006,-76.98516000000001,White Flint,39.04739,-77.11285000000001,101.05,82.53,,,,8.28,10.23
810,Spring Hill,38.928850000000004,-77.24133,White Flint,39.04739,-77.11285000000001,117.95,62.65,,32.0,,12.2,11.1
873,U Street,38.91677,-77.028,White Flint,39.04739,-77.11285000000001,72.57,54.0,,,,13.73,4.83
953,West Falls Church,38.900710000000004,-77.18893000000001,White Flint,39.04739,-77.11285000000001,110.95,62.65,,23.0,,11.78,13.52
23,Anacostia,38.86278,-76.99551000000001,Dulles Airport,38.95579,-77.44778000000001,113.02,93.0,,,,8.2,11.82
52,Arlington Cemetery,38.88458,-77.06344,Dulles Airport,38.95579,-77.44778000000001,115.25,70.0,,2.0,,12.03,31.22
60,Ashburn,39.00468,-77.49094000000001,Dulles Airport,38.95579,-77.44776,11.25,,,8.0,,3.25,0.0
319,Federal Triangle,38.893840000000004,-77.02862,Dulles Airport,38.95579,-77.44778000000001,97.58,79.72,,,,12.2,5.67
332,Foggy Bottom-GWU,38.90077,-77.05061,Dulles Airport,38.95579,-77.44778000000001,116.68,94.3,,,,11.03,11.35
533,Loudoun Gateway,38.993030000000005,-77.45999,Dulles Airport,38.95579,-77.44776,7.97,,,5.0,,2.97,0.0
610,Mt Vernon Sq,38.9056,-77.02224000000001,Dulles Airport,38.95579,-77.44778000000001,100.97,76.3,,,,13.3,11.37
700,Reston Town Center,38.95293,-77.36083,Dulles Airport,38.95579,-77.44776,13.45,,,10.0,,3.45,0.0
890,Van Dorn Street,38.79959,-77.12949,Dulles Airport,38.95579,-77.44778000000001,127.53,99.35,,,,7.48,20.7
983,Wiehle-Reston East,38.94745,-77.33982,Dulles Airport,38.955360000000006,-77.4479,38.73,25.0,,,,13.17,0.57
24,Anacostia,38.86278,-76.99551000000001,Eastern Market,38.8842,-76.9959,17.07,12.0,,,,4.97,0.1
93,Bethesda,38.984320000000004,-77.09441000000001,Eastern Market,38.88423,-76.99588,88.12,64.2,,,,9.42,14.5
202,Court House,38.89072,-77.08527000000001,Eastern Market,38.88423,-76.99588,42.97,24.57,,6.0,,6.78,5.62
368,Franconia-Springfield,38.766380000000005,-77.16889,Eastern Market,38.88423,-76.99588,85.63,52.5,,,,7.45,25.68
375,Friendship Heights,38.96041,-77.08568000000001,Eastern Market,38.88423,-76.99588,72.5,63.72,,,,2.07,6.72
391,Georgia Ave-Petworth,38.937020000000004,-77.02455,Eastern Market,38.88423,-76.99588,40.43,31.25,,,,0.43,8.75
569,Medical Center,38.9992,-77.09751,Eastern Market,38.88423,-76.99588,102.4,83.25,,,,7.17,11.98
633,Naylor Road,38.85089,-76.95682000000001,Eastern Market,38.8842,-76.9959,30.78,27.0,,,,3.77,0.02
711,Rhode Island Ave,38.92033,-76.99604000000001,Eastern Market,38.8842,-76.9959,52.82,42.08,,,,2.45,8.28
892,Van Dorn Street,38.79959,-77.12949,Eastern Market,38.88423,-76.99588,72.48,45.35,,,,9.75,17.38
933,Waterfront,38.8768,-77.01763000000001,Eastern Market,38.8842,-76.9959,18.58,15.4,,,,3.18,0.0
25,Anacostia,38.86278,-76.99551000000001,Greensboro,38.9208,-77.23356000000001,151.15,102.28,,,,14.17,34.7
203,Court House,38.890730000000005,-77.0853,Greensboro,38.9208,-77.23356000000001,80.73,49.67,,,,25.4,5.67
250,Dupont Circle,38.91008,-77.04422000000001,Greensboro,38.9208,-77.23356000000001,120.72,70.42,,,,21.73,28.57
260,East Falls Church,38.88589,-77.15643,Greensboro,38.9208,-77.23356000000001,47.6,30.9,,,,16.68,0.02
322,Federal Triangle,38.89379,-77.02868000000001,Greensboro,38.9208,-77.23356000000001,44.53,,,32.0,,11.03,1.5
411,Greenbelt,39.010850000000005,-76.91152000000001,Greensboro,38.9208,-77.23356000000001,214.35,152.6,,,,29.47,32.28
597,Morgan Boulevard,38.893660000000004,-76.86848,Greensboro,38.9208,-77.23356000000001,168.13,91.73,,,,49.38,27.02
623,Navy Yard-Ballpark,38.87644,-77.00551,Greensboro,38.9208,-77.23356000000001,146.27,93.8,,,,14.93,37.53
656,NoMa-Gallaudet U,38.90661,-77.00331000000001,Greensboro,38.9208,-77.23356000000001,56.45,,,39.0,,9.7,7.75
781,Smithsonian,38.88801,-77.02850000000001,Greensboro,38.9208,-77.23356000000001,47.72,,,34.0,,11.5,2.22
992,Woodley Park,38.92495,-77.05262,Greensboro,38.9208,-77.23356000000001,67.28,17.77,,27.0,,13.65,8.87
26,Anacostia,38.86278,-76.99551000000001,Huntington,38.79352,-77.07536,84.72,42.92,,1.0,,11.93,28.87
63,Ashburn,39.00468,-77.49094000000001,Huntington,38.79352,-77.07536,143.52,70.7,,35.0,,12.72,25.1
112,Branch Ave,38.82714,-76.91250000000001,Huntington,38.79352,-77.07536,83.53,30.4,,10.0,,11.48,31.65
240,Dunn Loring,38.88282,-77.22843,Huntington,38.79352,-77.07536,97.02,59.45,,3.0,,11.28,23.28
289,Farragut North,38.903330000000004,-77.03955,Huntington,38.79352,-77.07536,92.35,51.08,,5.0,,14.0,22.27
436,Grosvenor-Strathmore,39.028830000000006,-77.10391000000001,Huntington,38.79352,-77.07536,121.1,58.0,,28.0,,9.78,25.32
504,L'Enfant Plaza,38.88542,-77.02207,Huntington,38.79352,-77.07536,28.18,,,22.0,,5.35,0.83
535,Loudoun Gateway,38.993030000000005,-77.45999,Huntington,38.79352,-77.07536,164.77,97.03,,25.0,,8.58,34.15
702,Reston Town Center,38.95293,-77.36083,Huntington,38.79352,-77.07536,150.25,97.03,,10.0,,9.07,34.15
846,Twinbrook,39.06223000000001,-77.12056000000001,Huntington,38.79352,-77.07536,147.48,86.6,,24.0,,13.2,23.68
966,Wheaton,39.03849,-77.05068,Huntington,38.79352,-77.07536,122.52,65.78,,24.0,,15.17,17.57
27,Anacostia,38.86278,-76.99551000000001,Minnesota Ave,38.89891,-76.94691,37.7,32.0,,,,4.58,1.12
291,Farragut North,38.903330000000004,-77.03955,Minnesota Ave,38.89891,-76.94691,49.92,40.6,,,,5.62,3.7
805,Spring Hill,38.928850000000004,-77.24133,Minnesota Ave,38.89891,-76.94691,87.95,36.98,,32.0,,9.05,9.92
968,Wheaton,39.03849,-77.05068,Minnesota Ave,38.89891,-76.94691,116.33,84.53,,,,9.78,22.02
29,Anacostia,38.86278,-76.99551000000001,Prince George's Plaza,38.96508,-76.95559,81.68,71.0,,,,3.25,7.43
69,Ashburn,39.00468,-77.49094000000001,Prince George's Plaza,38.96508,-76.95559,168.73,88.67,,48.0,,12.83,19.23
133,Capitol Heights,38.88918,-76.91311,Prince George's Plaza,38.96508,-76.95559,59.08,41.42,,,,17.55,0.12
191,Columbia Heights,38.92871,-77.03279,Prince George's Plaza,38.96528,-76.95559,17.33,,,12.0,,3.87,1.47
339,Foggy Bottom-GWU,38.90077,-77.05061,Prince George's Plaza,38.96508,-76.95559,85.85,63.88,,,,2.55,19.42
384,Gallery Place,38.89837,-77.02218,Prince George's Plaza,38.96528,-76.95559,39.93,18.0,,9.0,,5.5,7.43
507,L'Enfant Plaza,38.8853,-77.02206000000001,Prince George's Plaza,38.96508,-76.95559,79.33,61.77,,,,13.95,3.62
786,Smithsonian,38.88801,-77.02850000000001,Prince George's Plaza,38.96508,-76.95559,77.42,55.37,,,,17.72,4.33
868,U Street,38.916900000000005,-77.02799,Prince George's Plaza,38.96528,-76.95559,15.67,,,14.0,,0.97,0.7
937,Waterfront,38.8768,-77.01763000000001,Prince George's Plaza,38.96508,-76.95559,79.62,65.43,,,,9.88,4.3
948,West Falls Church,38.900710000000004,-77.18893000000001,Prince George's Plaza,38.96508,-76.95559,115.15,61.65,,23.0,,11.17,19.33
30,Anacostia,38.86278,-76.99551000000001,Rosslyn,38.895970000000005,-77.07173,73.65,52.0,,,,2.92,18.73
209,Court House,38.890730000000005,-77.0853,Rosslyn,38.895970000000005,-77.07173,12.18,10.0,,,,2.18,0.0
273,Eastern Market,38.8842,-76.9959,Rosslyn,38.895970000000005,-77.07173,52.57,39.0,,,,3.28,10.28
326,Federal Triangle,38.89379,-77.02868000000001,Rosslyn,38.895970000000005,-77.07173,16.82,,,9.0,,6.25,1.57
438,Grosvenor-Strathmore,39.028830000000006,-77.10391000000001,Rosslyn,38.895970000000005,-77.07173,57.03,27.0,,11.0,,6.52,12.52
458,Huntington,38.79352,-77.07536,Rosslyn,38.895970000000005,-77.07155,59.77,30.0,,5.0,,9.43,15.33
694,Prince George's Plaza,38.96508,-76.95559,Rosslyn,38.896010000000004,-77.07155,104.07,82.12,,,,10.83,11.12
760,Shady Grove,39.12021,-77.16486,Rosslyn,38.896010000000004,-77.07155,124.87,100.35,,,,6.58,17.93
769,Shaw-Howard U,38.91386,-77.02205000000001,Rosslyn,38.895970000000005,-77.07173,50.95,38.63,,,,3.68,8.63
796,Southern Ave,38.84035,-76.97566,Rosslyn,38.895970000000005,-77.07173,86.63,74.03,,,,1.38,11.22
31,Anacostia,38.86296,-76.99568000000001,Smithsonian,38.88801,-77.02850000000001,21.48,,,7.0,,13.53,0.95
80,Ballston-MU,38.882090000000005,-77.11186000000001,Smithsonian,38.88801,-77.02850000000001,57.77,40.0,,,,8.48,9.28
98,Bethesda,38.984320000000004,-77.09441000000001,Smithsonian,38.88801,-77.02850000000001,75.0,52.5,,,,17.6,4.9
158,Clarendon,38.886970000000005,-77.09534000000001,Smithsonian,38.88801,-77.02850000000001,50.82,33.0,,,,4.63,13.18
178,College Park-U of Md,38.97829,-76.92834,Smithsonian,38.88801,-77.02850000000001,56.4,28.73,,15.0,,4.68,7.98
192,Columbia Heights,38.92871,-77.03280000000001,Smithsonian,38.88801,-77.02850000000001,30.77,28.73,,,,2.03,0.0
220,Crystal City,38.85801,-77.05119,Smithsonian,38.88801,-77.02850000000001,35.25,16.9,,,,14.07,4.28
483,Judiciary Square,38.89647,-77.01717000000001,Smithsonian,38.88801,-77.02850000000001,20.45,4.48,,,,15.97,0.0
550,McLean,38.92461,-77.20898000000001,Smithsonian,38.88801,-77.02850000000001,38.73,,,31.0,,6.73,1.0
618,Mt Vernon Sq,38.9056,-77.02224000000001,Smithsonian,38.88801,-77.02850000000001,21.15,7.8,,,,13.33,0.02
687,Potomac Ave,38.880930000000006,-76.98516000000001,Smithsonian,38.88801,-77.02850000000001,29.27,14.52,,,,14.75,0.0
807,Spring Hill,38.928850000000004,-77.24133,Smithsonian,38.88801,-77.02850000000001,44.93,,,37.0,,6.68,1.25
858,Tysons Corner,38.920230000000004,-77.22232000000001,Smithsonian,38.88801,-77.02850000000001,41.28,,,33.0,,7.38,0.9
900,Van Dorn Street,38.79959,-77.12949,Smithsonian,38.88801,-77.02850000000001,54.72,34.0,,,,7.42,13.3
957,West Hyattsville,38.95572000000001,-76.9689,Smithsonian,38.88801,-77.02850000000001,51.13,28.73,,8.0,,6.05,8.35
32,Anacostia,38.86278,-76.99551000000001,U Street,38.91677,-77.028,51.92,48.43,,,,3.08,0.4
45,Archives,38.893910000000005,-77.0223,U Street,38.91677,-77.028,23.7,12.18,,,,11.5,0.02
302,Farragut West,38.90142,-77.04127000000001,U Street,38.91677,-77.028,27.08,14.3,,,,7.82,4.97
316,Federal Center SW,38.88497,-77.01572,U Street,38.91677,-77.028,37.47,25.0,,,,12.47,0.0
647,New Carrollton,38.94825,-76.87212000000001,U Street,38.91677,-77.028,77.63,63.28,,,,4.28,10.07
717,Rhode Island Ave,38.92033,-76.99604000000001,U Street,38.91677,-77.028,35.38,24.43,,,,2.75,8.2
728,Rockville,39.084410000000005,-77.14691,U Street,38.91677,-77.028,100.53,81.0,,,,10.92,8.62
750,Rosslyn,38.895970000000005,-77.07173,U Street,38.91677,-77.028,32.8,9.0,,7.0,,11.85,4.95
826,Suitland,38.84427,-76.93218,U Street,38.916900000000005,-77.02799,27.37,,,26.0,,1.07,0.3
919,Vienna,38.877840000000006,-77.27141,U Street,38.91677,-77.028,109.13,82.47,,,,4.78,21.88
33,Anacostia,38.86296,-76.99568000000001,Van Dorn Street,38.79959,-77.12949,69.82,40.0,,14.0,,4.72,11.1
46,Archives,38.893910000000005,-77.0223,Van Dorn Street,38.79959,-77.12949,62.75,40.0,,9.0,,5.65,8.1
160,Clarendon,38.886970000000005,-77.09534000000001,Van Dorn Street,38.79959,-77.12949,71.52,53.0,,,,3.87,14.65
171,Cleveland Park,38.93598,-77.05889,Van Dorn Street,38.79959,-77.12949,123.37,88.55,,,,4.92,29.9
193,Columbia Heights,38.928720000000006,-77.03297,Van Dorn Street,38.79959,-77.12949,118.7,81.93,,,,3.05,33.72
211,Court House,38.890730000000005,-77.0853,Van Dorn Street,38.79959,-77.12949,71.28,56.85,,,,9.55,4.88
449,Herndon,38.95243,-77.38459,Van Dorn Street,38.79959,-77.12949,152.35,115.97,,,,10.93,25.45
459,Huntington,38.79352,-77.07536,Van Dorn Street,38.79959,-77.12949,31.02,8.0,,1.0,,11.52,10.5
474,Innovation Center,38.96065,-77.41707000000001,Van Dorn Street,38.79959,-77.12949,161.0,117.82,,,,9.75,33.43
518,Landover,38.93345,-76.89121,Van Dorn Street,38.79959,-77.12949,152.98,99.48,,,,5.15,48.35
529,Largo Town Center,38.899770000000004,-76.84511,Van Dorn Street,38.79959,-77.12949,143.98,95.17,,,,7.53,41.28
539,Loudoun Gateway,38.993030000000005,-77.45999,Van Dorn Street,38.79959,-77.12949,133.87,76.98,,29.0,,8.37,19.52
718,Rhode Island Ave,38.92033,-76.99604000000001,Van Dorn Street,38.79959,-77.12949,98.82,69.0,,10.0,,6.43,13.38
751,Rosslyn,38.895970000000005,-77.07155,Van Dorn Street,38.79959,-77.12949,69.75,52.85,,,,12.02,4.88
827,Suitland,38.84427,-76.93213,Van Dorn Street,38.79959,-77.12949,106.95,54.95,,,,3.88,48.12
34,Anacostia,38.86278,-76.99551000000001,Vienna,38.877840000000006,-77.27141,140.83,109.52,,,,7.22,24.1
101,Bethesda,38.984320000000004,-77.09441000000001,Vienna,38.877840000000006,-77.27141,152.98,119.83,,,,10.6,22.55
179,College Park-U of Md,38.978260000000006,-76.92841,Vienna,38.877840000000006,-77.27141,148.0,104.0,,8.0,,12.87,23.13
194,Columbia Heights,38.928720000000006,-77.03297,Vienna,38.877840000000006,-77.27141,55.75,14.88,,30.0,,4.97,5.9
212,Court House,38.890730000000005,-77.0853,Vienna,38.877840000000006,-77.27141,81.88,71.8,,,,5.38,4.7
475,Innovation Center,38.96065,-77.41707000000001,Vienna,38.877840000000006,-77.27141,88.35,63.82,,,,8.1,16.43
519,Landover,38.9335,-76.89127,Vienna,38.877840000000006,-77.27141,62.87,,,60.0,,1.92,0.95
698,Prince George's Plaza,38.96508,-76.95559,Vienna,38.877840000000006,-77.27141,147.25,86.67,,8.0,,14.15,38.43
777,Silver Spring,38.99392,-77.03144,Vienna,38.877840000000006,-77.27141,158.32,131.15,,,,12.25,14.92
809,Spring Hill,38.928850000000004,-77.24133,Vienna,38.877840000000006,-77.27141,44.85,32.07,,,,4.07,8.72
829,Suitland,38.84427,-76.93213,Vienna,38.877840000000006,-77.27141,147.43,113.55,,,,4.55,29.33
35,Archives,38.893910000000005,-77.0223,Addison Road,38.886720000000004,-76.89575,64.18,47.12,,,,8.6,8.47
213,Crystal City,38.85801,-77.05119,Addison Road,38.886720000000004,-76.89575,86.93,39.9,8.0,,,13.13,25.9
403,Greenbelt,39.010850000000005,-76.91152000000001,Addison Road,38.886720000000004,-76.89575,63.58,45.0,,7.0,,5.67,5.92
429,Grosvenor-Strathmore,39.028830000000006,-77.10392,Addison Road,38.886720000000004,-76.89575,123.05,107.0,,,,5.7,10.35
620,Navy Yard-Ballpark,38.87644,-77.00551,Addison Road,38.886720000000004,-76.89575,66.08,49.93,,,,11.98,4.17
648,NoMa-Gallaudet U,38.906560000000006,-77.00347000000001,Addison Road,38.886720000000004,-76.89575,62.18,37.93,,,,16.15,8.1
720,Rockville,39.084410000000005,-77.14691,Addison Road,38.886720000000004,-76.89575,135.13,115.47,,,,2.75,16.92
778,Smithsonian,38.88801,-77.02850000000001,Addison Road,38.886720000000004,-76.89575,68.28,47.3,,,,12.72,8.27
789,Southern Ave,38.84035,-76.97566,Addison Road,38.886720000000004,-76.89575,47.25,43.0,,,,3.65,0.6
928,Waterfront,38.8768,-77.01763000000001,Addison Road,38.886720000000004,-76.89575,73.45,46.18,,,,14.55,12.72
36,Archives,38.8939,-77.02206000000001,Anacostia,38.86274,-76.99545,32.2,28.0,,,,4.18,0.02
182,Columbia Heights,38.92871,-77.03280000000001,Anacostia,38.86274,-76.99545,59.15,51.52,,,,3.4,4.23
230,Dulles Airport,38.95579,-77.44776,Anacostia,38.86274,-76.99545,110.42,39.08,,48.0,,5.3,18.03
277,Eisenhower Ave,38.80048,-77.07090000000001,Anacostia,38.86274,-76.99545,67.73,44.82,,,,7.67,15.25
303,Federal Center SW,38.88497,-77.01572,Anacostia,38.86274,-76.99545,28.05,22.38,,,,5.65,0.02
329,Foggy Bottom-GWU,38.90077,-77.05061,Anacostia,38.86274,-76.99545,51.23,39.57,,,,4.22,7.45
404,Greenbelt,39.010850000000005,-76.91152000000001,Anacostia,38.86274,-76.99545,115.2,93.27,,,,3.88,18.05
430,Grosvenor-Strathmore,39.028830000000006,-77.10391000000001,Anacostia,38.86274,-76.99545,68.7,32.38,,25.0,,6.35,4.97
450,Huntington,38.79352,-77.07536,Anacostia,38.86274,-76.99545,90.12,49.42,,,,19.45,21.25
462,Innovation Center,38.96065,-77.41707000000001,Anacostia,38.86274,-76.99545,108.75,32.38,,50.0,,14.23,12.13
509,Landover,38.9335,-76.89127,Anacostia,38.86274,-76.99545,53.7,28.0,,9.0,,5.93,10.77
531,Loudoun Gateway,38.993030000000005,-77.45999,Anacostia,38.86274,-76.99545,116.55,39.08,,53.0,,6.43,18.03
562,Medical Center,38.9992,-77.09751,Anacostia,38.86274,-76.99545,122.75,101.25,,,,10.57,10.93
817,Suitland,38.84427,-76.93218,Anacostia,38.86296,-76.99568000000001,12.37,,,11.0,,1.07,0.3
886,Van Dorn Street,38.79959,-77.12949,Anacostia,38.86274,-76.99545,89.55,58.2,,,,7.78,23.57
38,Archives,38.8939,-77.02206000000001,Cheverly,38.91621000000001,-76.91664,49.43,24.0,,5.0,,14.67,5.77
120,Brookland-CUA,38.933800000000005,-76.99448000000001,Cheverly,38.916160000000005,-76.91657000000001,46.4,37.9,,,,3.75,4.75
163,Cleveland Park,38.936,-77.05856,Cheverly,38.916160000000005,-76.91657000000001,96.17,68.57,,,,8.55,19.05
215,Crystal City,38.85801,-77.05115,Cheverly,38.91621000000001,-76.91664,48.57,4.0,,25.0,,4.6,14.97
223,Deanwood,38.90836,-76.93488,Cheverly,38.91621000000001,-76.91664,7.37,,,3.0,,3.25,1.12
288,Farragut North,38.903330000000004,-77.03955,Cheverly,38.91621000000001,-76.91664,62.78,40.6,,5.0,,7.78,9.4
296,Farragut West,38.90142,-77.04127000000001,Cheverly,38.91621000000001,-76.91664,63.57,43.82,,5.0,,5.38,9.37
306,Federal Center SW,38.884890000000006,-77.01572,Cheverly,38.91621000000001,-76.91664,23.67,,,18.0,,4.02,1.65
345,Forest Glen,39.015660000000004,-77.04399000000001,Cheverly,38.916160000000005,-76.91657000000001,84.67,62.98,,,,6.17,15.52
441,Herndon,38.95243,-77.38459,Cheverly,38.91621000000001,-76.91664,120.65,36.98,,50.0,,11.95,21.72
510,Landover,38.9335,-76.89127,Cheverly,38.91621000000001,-76.91664,6.3,,,4.0,,1.47,0.83
520,Largo Town Center,38.90001,-76.84509000000001,Cheverly,38.916160000000005,-76.91657000000001,38.88,20.0,,5.0,,8.68,5.2
565,Medical Center,38.9992,-77.09751,Cheverly,38.916160000000005,-76.91657000000001,115.32,90.0,,,,4.97,20.35
609,Mt Vernon Sq,38.9056,-77.02224000000001,Cheverly,38.91621000000001,-76.91664,48.92,24.0,,5.0,,14.43,5.48
631,Naylor Road,38.85089,-76.95682000000001,Cheverly,38.916160000000005,-76.91657000000001,56.62,44.27,,,,2.6,9.75
679,Potomac Ave,38.88091,-76.98516000000001,Cheverly,38.91621000000001,-76.91664,16.53,,,12.0,,3.25,1.28
773,Silver Spring,38.99392,-77.03144,Cheverly,38.916160000000005,-76.91657000000001,72.98,55.82,,,,8.68,8.48
800,Spring Hill,38.928850000000004,-77.24133,Cheverly,38.91621000000001,-76.91664,109.82,36.98,,37.0,,11.22,24.62
879,Union Station,38.89826,-77.00721,Cheverly,38.91621000000001,-76.91664,39.75,18.67,,5.0,,9.9,6.18
39,Archives,38.893910000000005,-77.0223,Forest Glen,39.015660000000004,-77.04399000000001,68.02,55.18,,,,6.7,6.13
